uuid,global_rating,number_of_ratings,name,steps,meal_type,origin,prep_time,servings,description,difficulty,photo_url
194dd9e1bf7694493015,5,429,One-pot chicken chasseur,"Heat 1 tsp olive oil and half of the 25g butter in a large lidded casserole.Season 4 chicken legs, then fry for about 5 mins on each side until golden brown. Remove and set aside.Melt the remaining butter in the pan. Add 1 chopped onion, then fry for about 5 mins until soft.Add 2 crushed garlic cloves, cook for about 1 min, add 200g small button or chestnut mushrooms, cook for 2 mins, then add 225ml red wine.Stir in 2 tbsp tomato purée, let the liquid bubble and reduce for about 5 mins, then stir in 2 thyme sprigs and pour over 500ml chicken stock.Slip the chicken legs back into the pan, then cover and simmer on a low heat for about 1 hr until the chicken is very tender.Remove the chicken legs from the pan and keep warm. Rapidly boil down the sauce for 10 mins or so until it is syrupy and the flavour has concentrated.Put the chicken legs back into the sauce and serve.",main,French,110,4,This French bistro classic is easy to make at home and fabulous with creamy mash or crusty bread,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--337457_12.jpg?itok=BkhdNf4R
18c4a29debd67599b36a,3,463,"Chicken, sweet potato & coconut curry","Heat the oil in a deep frying pan or wok, stir in the curry paste and fry for 1 minute. Add the chicken, sweet potatoes and lentils and stir to coat in the paste, then pour in the stock and coconut milk. Bring to the boil, then simmer for 15 minutes.Tip in the peas, bring back to the boil and simmer for a further 4-5 minutes. Season to taste before serving.",main,Indian,35,2,"Serve this mildly spiced curry with rice noodles, basmati rice or chappati breads and introduce your kids to curry",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1035630_11.jpg?itok=VHXc71xK
359dd9119bc954ae526d,5,1496,Best ever chocolate brownies recipe,"Cut 185g unsalted butter into small cubes and tip into a medium bowl. Break 185g dark chocolate into small pieces and drop into the bowl.Fill a small saucepan about a quarter full with hot water, then sit the bowl on top so it rests on the rim of the pan, not touching the water. Put over a low heat until the butter and chocolate have melted, stirring occasionally to mix them.Remove the bowl from the pan. Alternatively, cover the bowl loosely with cling film and put in the microwave for 2 minutes on High. Leave the melted mixture to cool to room temperature.While you wait for the chocolate to cool, position a shelf in the middle of your oven and turn the oven on to 180C/ 160C fan/ gas 4.Using a shallow 20cm square tin, cut out a square of non-stick baking parchment to line the base. Tip 85g plain flour and 40g cocoa powder into a sieve held over a medium bowl. Tap and shake the sieve so they run through together and you get rid of any lumps.Chop 50g white chocolate and 50g milk chocolate into chunks on a board.Break 3 large eggs into a large bowl and tip in 275g golden caster sugar. With an electric mixer on maximum speed, whisk the eggs and sugar. They will look thick and creamy, like a milk shake. This can take 3-8 minutes, depending on how powerful your mixer is. You’ll know it’s ready when the mixture becomes really pale and about double its original volume. Another check is to turn off the mixer, lift out the beaters and wiggle them from side to side. If the mixture that runs off the beaters leaves a trail on the surface of the mixture in the bowl for a second or two, you’re there.Pour the cooled chocolate mixture over the eggy mousse, then gently fold together with a rubber spatula. Plunge the spatula in at one side, take it underneath and bring it up the opposite side and in again at the middle. Continue going under and over in a figure of eight, moving the bowl round after each folding so you can get at it from all sides, until the two mixtures are one and the colour is a mottled dark brown. The idea is to marry them without knocking out the air, so be as gentle and slow as you like.Hold the sieve over the bowl of eggy chocolate mixture and resift the cocoa and flour mixture, shaking the sieve from side to side, to cover the top evenly.Gently fold in this powder using the same figure of eight action as before. The mixture will look dry and dusty at first, and a bit unpromising, but if you keep going very gently and patiently, it will end up looking gungy and fudgy. Stop just before you feel you should, as you don’t want to overdo this mixing.Finally, stir in the white and milk chocolate chunks until they’re dotted throughout.Pour the mixture into the prepared tin, scraping every bit out of the bowl with the spatula. Gently ease the mixture into the corners of the tin and paddle the spatula from side to side across the top to level it.Put in the oven and set your timer for 25 mins. When the buzzer goes, open the oven, pull the shelf out a bit and gently shake the tin. If the brownie wobbles in the middle, it’s not quite done, so slide it back in and bake for another 5 minutes until the top has a shiny, papery crust and the sides are just beginning to come away from the tin. Take out of the oven.Leave the whole thing in the tin until completely cold, then, if you’re using the brownie tin, lift up the protruding rim slightly and slide the uncut brownie out on its base. If you’re using a normal tin, lift out the brownie with the foil. Cut into quarters, then cut each quarter into four squares and finally into triangles.They’ll keep in an airtight container for a good two weeks and in the freezer for up to a month.",dessert,American,60,1,A foolproof brownie recipe for a squidgy chocolate bake. Watch our recipe video to help you get a perfect traybake every time.,Medium,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1001464_11.jpg?itok=Va_PfXJj
f17672605ba58e226ff9,4,823,Brilliant banana loaf,"Heat oven to 180C/160C fan/gas 4.Butter a 2lb loaf tin and line the base and sides with baking parchment.Cream 140g softened butter and 140g caster sugar until light and fluffy, then slowly add 2 beaten large eggs with a little of the 140g flour. Fold in the remaining flour, 1 tsp baking powder and 2 mashed bananas.Pour into the tin and bake for about 30 mins until a skewer comes out clean.Cool in the tin for 10 mins, then remove to a wire rack.Mix 50g icing sugar with 2-3 tsp water to make a runny icing. Drizzle the icing across the top of the cake and decorate with a handful of banana chips.",dessert,American,55,8,"A cross between banana bread and a drizzle cake, this easy banana loaf recipe is a quick bake that can be frozen and is great for using up overripe bananas",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1273522_8.jpg?itok=P8cLT0gJ
12f84704141e5efcd98d,5,527,Raspberry bakewell cake,"Heat oven to 180C/160C fan/gas 4 and base-line and grease a deep 20cm loose-bottomed cake tin. Blitz the ground almonds, butter, sugar, flour, eggs and vanilla extract in a food processor until well combined.Spread half the mix over the cake tin and smooth over the top. Scatter the raspberries over, then dollop the remaining cake mixture on top and roughly spread – you might find this easier to do with your fingers. Scatter with flaked almonds and bake for 50 mins until golden. Cool, remove from the tin and dust with icing sugar to serve.",dessert,American,60,8,This simple almondy cake is a great way of using up pick-your-own raspberries,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--559459_11.jpg?itok=Dg7CFR8B
cacfe28b4d2c6964be85,5,15,"Somerset Pomona, apple & almond cake","Heat oven to 180C/fan 160C/gas 4. Butter and line the base and sides of a 20cm round cake tin. Peel, core and slice the apples to about the thickness of a £1 coin. Melt the knob of butter in a large frying pan then tip in the apples. Cook over a medium heat, stirring every so often till softened, but not soggy, about 5 mins. Splash in the Pomona and leave to cool. Tip onto a plate to cool more quickly if you like.Using an electric whisk or wooden spoon, beat the softened butter and sugar until creamy and light. Add the eggs a little at a time, beating after each addition, then fold in the flour and almonds. Finally, fold in half of the cooled apples. Spoon the mix into the prepared tin, smooth the top and scatter with the rest of the apples, pressing down lightly into the batter.Bake for 1 hr, until golden and a skewer inserted into the middle of the cake comes out clean. Check the cake after 45 mins, cover with foil if it’s browning too quickly. To make the glaze, warm the jam and Pomona in a small pan until the jam melts.Once the cake is out of the oven, prick it all over with a skewer and drizzle over a little more Pomona. Cool for 10 mins, then turn out of the tin and transfer to a wire rack. Brush the glaze over the apples and serve sliced, with dollops of Pomona cream. Best eaten on the day it’s made, or warmed through the next.",dessert,English,85,8,This simple cake makes a great dinner treat or serve with cream for a filling dessert,Medium,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--4146_12.jpg?itok=zzMyT0W_
286a7c7866ffa2650643,5,7,"Cherry, almond & lemon mascarpone tart","Roll out the pastry on a lightly floured surface to just thinner than a £1 coin. Use to line a 22cm loose-bottomed tart tin, leaving an overhang on the sides. Leave to chill in the fridge on a baking sheet. To make the frangipane, whizz everything together in a food processor until combined.Heat oven to 200C/180C fan/gas 6 and line the tart case with baking parchment and beans. Bake for 20 mins, then remove parchment and beans, lightly prick the base with a fork and continue to bake for 10 mins until pale biscuity. Spread the frangipane over the base and return to the oven for 15 mins until cooked. Remove from the oven, trim the sides of the pastry and leave to cool completely.Beat the mascarpone with the lemon zest and juice and the icing sugar. Spread over the frangipane. Arrange the cherries on top, dust heavily with icing sugar, remove from the tin and serve.",dessert,Italian,75,8,"Round off an idyllic afternoon with friends by presenting this stunning, make-ahead dessert",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--698516_11.jpg?itok=MPu-GdBW
397e7921ba58f77a9ce1,4,2,Apple & walnut marmalade,"Quarter and core the apples (no need to peel) and cut each quarter in half again. In a large frying pan, melt the butter, then add the apples, sugar, lemon zest and juice and the squeezed-out lemon halves and bay leaf. Carefully stir everything to combine, then cover and cook gently for about 10 mins or until the apples are just soft.Remove the lid and turn the heat to high. Allow the mixture to cook, uncovered, for a further 5 mins, or until most of the excess liquid has evaporated. It should be juicy and syrupy. Remove the lemon halves and bay, stir in the brandy, if using, and leave to cool slightly. Stir in the walnuts and serve warm.",dessert,English,30,3,"Easy and versatile, this preserve is great with scones",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--3875_10.jpg?itok=SGpDJKCq
cb369a7d5b20b4bfb427,5,447,Chocolate brownie cake,"Heat oven to 180C/fan 160C/gas 4. Grease and line a 20cm cake tin.Place the butter, caster sugar, brown sugar, chocolate and golden syrup in the pan and melt gently on a low heat until it is smooth and lump-free.Remove the pan from the heat.Break the eggs into the bowl and whisk with the fork until light and frothy. 5 Add the eggs, vanilla extract or essence, flour, baking powder and cocoa powder to the chocolate mixture and mix thoroughly.Put the mixture into the greased and lined cake tin and place on the middle shelf of the oven. Bake for 25-30 mins.Remove and allow to cool for 20-30 mins before cutting into wedges and serving.Serve with cream or ice cream and plenty of fresh fruit.",dessert,American,45,6,"Get kids cooking at the weekend by baking this yummy brownie cake, much better than shop bought",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/user-collections/my-colelction-image/2015/12/recipe-image-legacy-id--809539_11.jpg?itok=EyayrfJs
5abd684ef293eb899341,5,468,Easy chocolate fudge cake,"Heat oven to 180C/160C fan/gas 4. Grease and line the base of two 18cm sandwich tins.Sieve 175g self-raising flour, 2 tbsp cocoa powder and 1 tsp bicarbonate of soda into a bowl. Add 150g caster sugar and mix well.Make a well in the centre and add 2 tbsp golden syrup, 2 lightly beaten large eggs, 150ml sunflower oil and 150ml semi-skimmed milk. Beat well with an electric whisk until smooth.Pour the mixture into the two tins and bake for 25-30 mins until risen and firm to the touch. Remove from oven, leave to cool for 10 mins before turning out onto a cooling rack.To make your butter icing, place 100g unsalted butter in a bowl and beat until soft.Gradually sieve and beat in 225g icing sugar and 40g cocoa powder then add enough milk to make the icing fluffy and spreadable – around 2 ½ tbsp.Sandwich the two cakes together with the butter icing and cover the sides and the top of the cake with more butter icing.",dessert,American,55,8,Need a guaranteed crowd-pleasing cake that's easy to make? This super squidgy chocolate fudge cake with smooth icing is an instant baking win...,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2019/05/chocolate-fudge-cake.jpg?itok=otloAN04
ef43008554b87ff9d590,5,408,New York cheesecake,"Position an oven shelf in the middle of the oven. Heat the oven to 180C/ 160C fan/ gas 4.Line the base of a 23cm springform cake tin by putting a square piece of parchment paper or foil on top of the tin base and then clipping the side on so the paper or foil is trapped and any excess sticks out of the bottom.For the crust, melt 85g butter in a medium pan. Stir in 140g digestive biscuit crumbs and 1 tbsp golden caster or granulated sugar so the mixture is evenly moistened. Press the mixture into the bottom of the pan and bake for 10 minutes. Cool on a wire rack while preparing the filling.For the filling, increase the oven temperature to fan 220C/ 200C fan/ gas 7. In a table top mixer fitted with the paddle attachment, beat 900g full-fat soft cheese at medium-low speed until creamy, about 2 minutes.With the mixer on low, gradually add 250g golden caster sugar, then 3 tbsp plain flour and a pinch of salt, scraping down the sides of the bowl and the paddle twice.Swap the paddle attachment for the whisk. Continue by adding 1½ tsp vanilla extract, 2 tsp lemon zest and 1½ tsp lemon juice. Whisk in 3 large eggs and 1 yolk, one at a time, scraping the bowl and whisk at least twice.Stir a 284ml carton of soured cream until smooth, then measure 200ml (just over ¾ of the carton). Continue on low speed as you add the measured soured cream (reserve the rest). Whisk to blend, but don't over-beat. The batter should be smooth, light and somewhat airy.Brush the sides of the springform tin with melted butter and put on a baking sheet. Pour in the filling - if there are any lumps, sink them using a knife - the top should be as smooth as possible. Bake for 10 minutes.Reduce oven temperature to 110C/ 90C fan/ gas ¼ and bake for 45 minutes more. If you gently shake the tin, the filling should have a slight wobble.Turn off the oven and open the oven door for a cheesecake that's creamy in the centre, or leave it closed if you prefer a drier texture. Let cool in the oven for 2 hours. The cheesecake may get a slight crack on top as it cools.Combine the reserved soured cream with a 142ml carton soured cream, 1 tbsp golden caster sugar and 2 tsp lemon juice for the topping. Spread over the cheesecake right to the edges. Cover loosely with foil and refrigerate for at least 8 hours or overnight.Run a round-bladed knife around the sides of the tin to loosen any stuck edges. Unlock the side, slide the cheesecake off the bottom of the tin onto a plate, then slide the parchment paper out from underneath.",dessert,American,90,1,This authentic creamy dessert will add a taste of New York to any dining table,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/user-collections/my-colelction-image/2015/12/recipe-image-legacy-id--1001487_11.jpg?itok=rUW9cFzU
fbd0c5b8660e5b1815d9,5,1,Medley of summer fruits,"In a large saucepan, bring the two wines, sugar and vanilla pod to the boil. Put the mint and basil in the centre of a small piece of muslin and tie with string to make a bag, then add to the pan with a few turns of freshly ground black pepper.Remove from heat and leave to come to room temperature. Remove muslin bag, add raspberries and the melon balls. Chill for at least 4 hrs.About 2 hrs before you intend to serve the fruits, add the strawberries and wild strawberries, if using, to the syrup. Serve in a large serving bowl or four individual bowls. Pour about 2 tbsp of the pink Champagne over just before serving.",dessert,Italian,50,4,Raymond Blanc's fantastically fruity pudding can be made up to 6 hours in advance,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--2203_11.jpg?itok=qYaYfkOE
755985659b42a5effc69,5,48,Caramelised apple cake with streusel topping,"Heat 1 tbsp butter and 1 tbsp sugar in a large frying pan over medium heat until the sugar starts to melt. Add apples, then cook for about 5 mins, until nicely browned and the sauce is a rich caramel. Leave to cool.While the apples cool, make the topping. In a food processor or using the tips of your fingers, rub together flour, 85g sugar, cinnamon and cold butter until the mixture is crumbly and only pea-size pieces of butter remain. Stir in 2 tbsp of hazelnuts. Set aside in a cool place.Heat oven to 180C/160C fan/gas 4. To make the cake, place the remaining butter and sugar in a bowl or food mixer and beat until light and creamy. Add the eggs one at a time, followed by the vanilla extract. Add the flour, baking powder, cinnamon and milk in two goes, alternating between dry and wet ingredients. When the mixture is well combined, stir through the apples.Grease a 20cm cake tin with removable base and line the base with a circle of baking paper. Spoon in the cake mixture, smooth over the top with a spoon, then sprinkle over the streusel topping. Scatter with the remaining 1 tbsp demerara sugar and hazelnuts. Cook in the oven for 50 mins-1 hr or until a skewer inserted into the cake comes out clean. Leave to cool in the tin for 10 mins, then turn out onto a baking rack, remove paper and cool.",dessert,German,120,8,This moist cake with a crunchy nut topping is sure to become a teatime favourite,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--63451_10.jpg?itok=6LNq4QOB
9f28504dfe4ea469ead6,5,4,Gooseberry meringue tart,"Heat oven to 180C/fan160C/gas 4. Roll out the pastry on a lightly floured surface, then use it to line a 23cm loose-bottom tart tin. Line with non-stick baking parchment and baking beans, then bake for 15 mins. Remove the beans, then cook for 10 mins more until golden. Remove from the oven, then reduce the heat to 140C/fan 120C/gas 1.While the case is cooking, heat the butter and brown sugar in a shallow pan. When the sugar has completely dissolved, throw in the gooseberries and toss in the caramel. Cook for a few mins until they start to split, but before they have burst completely. Remove from heat and leave to cool. Once cool give them a stir, then tip into pastry case.For the meringue topping, whisk the egg whites to soft peaks. Whisk in the caster sugar a spoonful at a time, then whisk in the cornflour. Carefully blob the meringue over the gooseberries and gently spread to cover. Bake for about 40 mins until the meringue is cooked and lightly browned.",dessert,French,50,4,Stuck for what to do with gooseberries? Think of a classic lemon dessert and simply swap the lemon,Medium,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1259805_7.jpg?itok=9lSRtG2a
992b01ee1b5c69845eec,5,316,Strawberry cheesecake in 4 easy steps,"To make the base, butter and line a 23cm loose-bottomed tin with baking parchment. Put the digestive biscuits in a plastic food bag and crush to crumbs using a rolling pin. Transfer the crumbs to a bowl, then pour over the melted butter. Mix thoroughly until the crumbs are completely coated. Tip them into the prepared tin and press firmly down into the base to create an even layer. Chill in the fridge for 1 hr to set firmly.Slice the vanilla pod in half lengthways, leaving the tip intact, so that the two halves are still joined. Holding onto the tip of the pod, scrape out the seeds using the back of a kitchen knife.Place the cream cheese, icing sugar and the vanilla seeds in a bowl, then beat with an electric mixer until smooth. Tip in the double cream and continue beating until the mixture is completely combined. Now spoon the cream mixture onto the biscuit base, starting from the edges and working inwards, making sure that there are no air bubbles. Smooth the top of the cheesecake down with the back of a dessert spoon or spatula. Leave to set in the fridge overnight.Bring the cheesecake to room temperature about 30 mins before serving. To remove it from the tin, place the base on top of a can, then gradually pull the sides of the tin down. Slip the cake onto a serving plate, removing the lining paper and base. Purée half the strawberries in a blender or food processor with the icing sugar and 1 tsp water, then sieve. Pile the remaining strawberries onto the cake, and pour the purée over the top.",dessert,American,90,1,Follow our step-by-step recipe for this easy no-cook cheesecake – a delicious summer dessert for all occasions...,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/user-collections/my-colelction-image/2015/12/recipe-image-legacy-id--1028453_10.jpg?itok=6bXgXisy
78618932bf1e6eb7049d,5,61,Plum crumble,"Heat the oven to 200C/180C fan/gas 6. Put the plums into the base of a shallow gratin dish about 28cm long. Mix together the sugar, orange zest, cinnamon and flour and sprinkle over the plums. Trickle over 2 tbsp water.Put all the crumble ingredients into a food processor, and using the pulse button, whizz until the mixture just starts to clump together. Take care not to over process at this stage. Alternatively, rub the butter into the flour using your hands and then stir in the other ingredients.Scatter the crumble over the plums and bake in the oven for 30–40 mins until golden brown. Leave for about 15 mins before serving with custard or cream.",dessert,French,55,5,"Use two sugars and ground almonds for the perfect crunchy crumble topping, atop cinnamon-spiced plums",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1117452_10.jpg?itok=nVDZYl6N
8978cc0ca9193bb8d7f3,4,16,"Strawberry parfait with Vin Santo, mascarpone & biscotti","Place the biscotti biscuits in a plastic bag and crush them lightly with the end of a rolling pin, leaving them slightly chunky. Tip the crushed biscuits into a bowl, drizzle over the Vin Santo and give it a stir. In small bowl, use a fork to slightly mash half of the strawberries with the sugar.Whip the mascarpone in a medium bowl, then fold into the whipped cream. If the mixture appears too thick fold through a little milk. In a 1-litre glass bowl, spread half of the soaked biscotti. Top with half of the mashed strawberries and then half of the mascarpone mixture. Repeat until you have used up everything. Slice the remaining strawberries and scatter over the top. Refrigerate, then pack into a cooler as this dessert should be served chilled.",dessert,Italian,30,6,"A deliciously creamy, Italian strawberry dessert",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--414709_11.jpg?itok=tiqKe8uk
32010bd86b84dee27a6c,5,71,Cheddar scones,"Heat oven to 220c/fan 200c/gas 7. Place the flour in a large bowl, then rub in the butter. Stir in the oats and cheese, then the milk – if it feels like it might be dry, add a touch more milk, then bring together to make a soft dough.Lightly dust the surface with a little flour. roll out the dough no thinner than 2cm. Using a 4cm plain cutter, firmly stamp out the rounds – try not to twist the cutter as this makes the scones rise unevenly. re-roll the trimmings and stamp out more.Transfer to a non-stick baking sheet, dust with a little more flour or grated cheese, then bake for 12-15 mins until well risen and golden. Cool on a wire rack before serving on their own or topped with mashed avocado, or soft cheese, and ham, cucumber or cress.",starter,English,25,1,"Fantastic straight from the oven or served the next day, split and toasted through",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/user-collections/my-colelction-image/2015/12/recipe-image-legacy-id--559498_11.jpg?itok=p9uyAHtw
598fccc8ab06e9a83389,5,210,"Courgette, potato & cheddar soup","Put the potatoes in a large pan with just enough water to cover them and crumble in the stock cubes. Bring to the boil, then cover and cook for 5 mins. Add the courgettes, put the lid back on and cook for 5 mins more. Throw in the spring onions, cover and cook for a final 5 mins.Take off the heat, then stir in the cheese and season with the nutmeg, salt and pepper. Whizz to a thick soup, adding more hot water until you get the consistency you like. Serve scattered with extra grated cheddar, spring onions and nutmeg or pepper. Or cool and freeze in freezer bags or containers with good lids for up to 3 months.",starter,English,30,8,This freezable soup is a delicious way to use up a glut of courgettes,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/user-collections/my-colelction-image/2015/12/recipe-image-legacy-id--740509_11.jpg?itok=Mjl0WynK
4a98aa675da5bb5e445a,5,109,Sticky onion & cheddar quiche,"To make the pastry, tip the flour and butter into a bowl, then rub together with your fingertips until completely mixed and crumbly. Add 8 tbsp cold water, then bring everything together with your hands until just combined. Roll into a ball and use straight away or chill for up to 2 days. The pastry can also be frozen for up to a month.Roll out the pastry on a lightly floured surface to a round about 5cm larger than a 25cm tin. Use your rolling pin to lift it up, then drape over the tart case so there is an overhang of pastry on the sides. Using a small ball of pastry scraps, push the pastry into the corners of the tin (see picture, above left). Chill in the fridge or freezer for 20 mins.Heat oven to 200C/fan 180C/gas 6. While the pastry is chilling, heat the butter in a pan and cook the onions for 20 mins, stirring occasionally, until they become sticky and golden. Remove from the heat.Lightly prick the base of the tart with a fork, line the tart case with a large circle of greaseproof paper or foil, then fill with baking beans. Blind-bake the tart for 20 mins, remove the paper and beans, then continue to cook for 5-10 mins until biscuit brown.Meanwhile, beat the eggs in a bowl, then gradually add the cream. Stir in the onions and half the cheese, then season with salt and pepper. Carefully tip the filling into the case, sprinkle with the rest of the cheese, then bake for 20-25 mins until set and golden. Leave to cool in the case, trim the edges of the pastry, then remove and serve in slices.",main,English,80,8,"A crisp pastry case and a just-set creamy filling, quiche is a good solution to any meal dilemma from dinner parties, suppers, picnics and even afternoon tea",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--9872_11.jpg?itok=dkjoAlvX
3b4a5a7efce616b9c720,5,30,Cheddar & sweetcorn scones,"Bring a pan of salted water to the boil. Hold a corn cob at a right angle to the chopping board, then run a sharp knife down the length of the cob, as close to the core as you can get, slicing away the rows of corn. Boil the kernels for 4 mins or until just tender, then drain well.Heat oven to 220C/200C fan/gas 7. Mix the flour, baking powder, mustard, cayenne, 1 tsp salt and 1 tsp thyme leaves in a large bowl, then rub in the butter until the mix looks like fine crumbs. Tip in most of the cheese and all of the corn. Mix the milk with the lemon juice, then stir into the bowl to make a slightly sticky dough. Don’t over-work the dough.Tip the dough onto the floured work surface, knead 2-3 times to smooth a little, then divide into 10 balls. Shape each roughly with your hands and put onto a floured baking sheet. Brush each with a little milk, then scatter with a little cheese, cayenne and a few thyme leaves. Bake for 10-12 mins or until the scones are risen, golden and sound hollow when tapped on the bottom. Cool on a rack.",starter,English,30,1,"Savoury scones make a great meal with a bowl of soup, or a tasty addition to afternoon tea",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--376547_11.jpg?itok=Vngis9h1
202ae5a14e53772af2a6,5,18,Chunky cheddar & celeriac soup,"In a large pan, melt the tbsp of butter. Add the onions and cook for 5 mins until softened, but not coloured. Add the potato, celeriac, the litre of stock, 4 sage leaves and 2 strips of lemon peel. Bring to the boil and simmer gently for about 30 mins, until the celeriac is tender and the potato is collapsing. Remove and discard the lemon zest and sage leaves. Stir so the potato thickens the soup a little. (At this point you can cool and keep covered in the fridge for up to two days or freeze for up to 3 months.)When you’re ready to eat, reheat the soup to just simmering. Stir in the 200g of cheese. Serve with crisp sage leaves for a special touch.",starter,English,55,4,A meal in a bowl - enjoy it with a gutsy watercress salad and fresh brown bread to make the perfect lunch,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--651459_11.jpg?itok=aNvbd0IU
5e08887a47fcf4a5b68f,5,11,Cheddar & sage scones,"Heat oven to 220C/200C fan/gas 7. Mix the flour, mustard powder, ½ tsp salt and a grinding of black pepper in a large bowl. Rub in the butter until the mixture resembles fine crumbs. Stir in half of the cheese and the sage. Mix together the egg and buttermilk in a separate bowl.Make a well in the centre of the flour mix and pour in all but ½ tbsp of the buttermilk mix. Working quickly, stir until the mixture forms a soft, spongy dough. Tip onto a lightly floured surface and knead briefly until smooth. Roll out to a 3cm-thick square. Cut into quarters, then half each quarter diagonally, so you have 8 triangles. Place the scones on a floured baking tray, brush with the remaining buttermilk, sprinkle over the remaining cheese and top each with a sage leaf. Bake for 12-14 mins until they are well risen, golden and sound hollow when tapped on the bottom. Eat while still warm, spread with butter.",starter,English,25,8,Make sure you use a punchy mature cheese to shine through these savoury scones made with mustard and buttermilk,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/scones_0.jpg?itok=CqmNKKn1
0412d199f71146f42257,5,17,Crusty cheddar pies,"Bring a large pan of salted water to the boil. Put the leeks, broccoli and celery in a large steamer. Add the potatoes to the water and cook for 20 mins, with the vegetables steaming on top, until all are tender. Drain the potatoes, then mash with plenty of seasoning, 25g of the butter and all the yogurt.While the veg cooks, pour the milk into a pan, add the flour, both mustards and remaining butter, and cook over a medium heat, whisking all the time, until smooth and thickened. Stir in half the cheese and season. Remove from heat.Divide the steamed veg and peas between 8 individual pie dishes. Pour over the sauce and top with the mash, then sprinkle over the remaining cheese.Pack into freezer bags and use within 3 months. To serve, unwrap and put the dishes on a baking tray in the cold oven, then set to 200C/180C fan/ gas 6. Bake for 50-55 mins until bubbling and hot all the way through.",starter,English,105,8,"This recipe has been designed to be made ahead and frozen - a family-friendly batch pie, with cheesy mashed potato atop hidden broccoli, leeks and celery",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1227451_8.jpg?itok=3g3cujV3
edb04312c7426eb32fe9,5,17,Courgette & cheddar soda bread,"Heat oven to 200C/180C fan/gas 6 and dust a baking sheet with a little flour. Place a box grater on top of a clean tea towel and coarsely grate the courgettes. Lift the corners of the tea towel and, holding it over the sink, twist to compact the courgettes and squeeze out as much liquid as you can.Put the flour, oats, bicarb and 1 tsp fine salt in a large bowl. Add most of the cheddar (save a little for the top), the thyme and the courgette. Mix the buttermilk and honey, then pour into the flour mixture. Stir with a wooden spoon until the dough starts to clump together, then tip onto a work surface and knead briefly to bring all the loose bits together – try not to overwork the dough or the bread will be heavy.Shape into a round loaf and place on the baking sheet. Brush with egg and sprinkle with the remaining cheese. Use a sharp knife to score a deep cross on top of the loaf, then bake for 40 mins until deep golden brown. Best served warm, but leftovers will keep for 1-2 days.",starter,English,65,1,"This simple loaf is easy to make but big on flavour and texture, with mature cheese, grated courgettes, oats and thyme",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/courgette-cheddar-soda-bread.jpg?itok=DaXwhlvN
